,,Site A (Forest),Site A,Site A,Site A,Site A
3/6/21 13:00,,0,0,0,,
3/6/21 16:00,,0,0,0,,
3/7/21 7:00,,0,0,0,,
3/7/21 10:00,,0,0,0,,
3/7/21 13:00,,0,0,0,,
3/7/21 16:00,,0,0,0,,
3/8/21 7:00,,0,0,0,,
3/8/21 10:00,,0,0,0,,
3/8/21 13:00,,0,0,0,,
3/8/21 16:00,,0,0,0,,
3/9/21 7:00,,0,0,0,,
3/9/21 10:00,,0,0,0,,
3/9/21 13:00,,0,0,0,,
3/9/21 16:00,,0,0,0,,
3/10/21 7:00,,166.6785963,166.6785963,166.6785963,,
3/10/21 10:00,,148.9688521,148.9688521,0,,
3/10/21 13:00,,129.5915856,129.5915856,0,,
3/10/21 16:00,,158.6238002,158.6238002,29.03221456,,
3/11/21 7:00,,184.9362532,184.9362532,26.31245297,,
3/11/21 10:00,,169.3394357,169.3394357,0,,
3/11/21 13:00,,128.9958014,128.9958014,0,,
3/11/21 16:00,,132.635567,132.635567,3.63976565,,
3/12/21 7:00,,130.707386,130.707386,0,,
3/12/21 10:00,,143.0585273,143.0585273,12.3511413,,
3/12/21 13:00,,83.95165634,83.95165634,0,,
3/12/21 16:00,,94.18342706,94.18342706,10.23177071,,
3/13/21 7:00,,72.99072188,72.99072188,0,,
3/13/21 10:00,,94.70747852,94.70747852,21.71675664,,
3/13/21 13:00,,0,0,0,,
3/13/21 16:00,,0,0,0,,
3/14/21 7:00,,0,0,0,,
3/14/21 10:00,,0,0,0,,
3/14/21 13:00,,0,0,0,,
3/14/21 16:00,,0,0,0,,
3/15/21 7:00,,127.7285331,127.7285331,127.7285331,,
3/15/21 10:00,,132.8273192,132.8273192,5.098786112,,
3/15/21 13:00,,128.3747791,128.3747791,0,,
3/15/21 16:00,,146.6232678,146.6232678,18.24848867,,
3/16/21 7:00,,129.5915856,129.5915856,0,,
3/16/21 10:00,,123.1127497,123.1127497,0,,
3/16/21 13:00,,56.5665052,56.5665052,0,,
3/16/21 16:00,,65.69498649,65.69498649,9.12848129,,
3/17/21 7:00,,82.75144603,82.75144603,17.05645955,,
3/17/21 10:00,,47.09297583,47.09297583,0,,
3/17/21 13:00,,0,0,0,,
3/17/21 16:00,,0,0,0,,
3/18/21 7:00,,0,0,0,,
3/18/21 10:00,,0,0,0,,
3/18/21 13:00,,0,0,0,,
3/18/21 16:00,,0,0,0,,
3/19/21 7:00,,0,0,0,,
3/19/21 10:00,,0,0,0,,
3/19/21 13:00,,0,0,0,,
3/19/21 16:00,,83.95165634,83.95165634,83.95165634,,
3/20/21 7:00,,83.95165634,83.95165634,0,,
3/20/21 10:00,,96.31359602,96.31359602,12.36193967,,
3/20/21 13:00,,82.75144603,82.75144603,0,,
3/20/21 16:00,,76.09420673,76.09420673,0,,
3/21/21 7:00,,57.65813651,57.65813651,0,,
3/21/21 10:00,,106.5330786,106.5330786,48.87494211,,
3/21/21 13:00,,0,0,0,,
3/21/21 16:00,,0,0,0,,
3/22/21 7:00,,0,0,0,,
3/22/21 10:00,,0,0,0,,
3/22/21 13:00,,0,0,0,,
3/22/21 16:00,,0,0,0,,
3/23/21 7:00,,0,0,0,,
3/23/21 10:00,,0,0,0,,
3/23/21 13:00,,0,0,0,,
3/23/21 16:00,,0,0,0,,
3/24/21 7:00,,0,0,0,,
3/24/21 10:00,,0,0,0,,
3/24/21 13:00,,0,0,0,,
3/24/21 16:00,,0,0,0,,
3/25/21 7:00,,0,0,0,,
3/25/21 10:00,,0,0,0,,
3/25/21 13:00,,0,0,0,,
3/25/21 16:00,,0,0,0,,
3/26/21 7:00,,0,0,0,,
3/26/21 10:00,,0,0,0,,
3/26/21 13:00,,0,0,0,,
3/26/21 16:00,,0,0,0,,
3/27/21 7:00,,0,0,0,,
3/27/21 10:00,,0,0,0,,
3/27/21 13:00,,0,0,0,,
3/27/21 16:00,,0,0,0,,
3/28/21 7:00,,0,0,0,,
3/28/21 10:00,,0,0,0,,
3/28/21 13:00,,0,0,0,,
3/28/21 16:00,,0,0,0,,
3/29/21 7:00,,0,0,0,,
3/29/21 10:00,,0,0,0,,
3/29/21 13:00,,0,0,0,,
3/29/21 16:00,,0,0,0,,
3/30/21 7:00,,0,0,0,,
3/30/21 10:00,,0,0,0,,
3/30/21 13:00,,0,0,0,,
3/30/21 16:00,,0,0,0,,
3/31/21 7:00,,0,0,0,,
3/31/21 10:00,,0,0,0,,
3/31/21 13:00,,0,0,0,,
3/31/21 16:00,,0,0,0,,
4/1/21 7:00,,0,0,0,,
4/1/21 10:00,,0,0,0,,
4/1/21 13:00,,0,0,0,,
4/1/21 16:00,,0,0,0,,
4/2/21 7:00,,0,0,0,,
4/2/21 10:00,,0,0,0,,
4/2/21 13:00,,0,0,0,,
4/2/21 16:00,,0,0,0,,
4/3/21 7:00,,0,0,0,,
4/3/21 10:00,,0,0,0,,
4/3/21 13:00,,0,0,0,,
4/3/21 16:00,,0,0,0,,
4/4/21 7:00,,0,0,0,,
4/4/21 10:00,,0,0,0,,
4/4/21 13:00,,0,0,0,,
4/4/21 16:00,,0,0,0,,
4/5/21 7:00,,0,0,0,,
4/5/21 10:00,,0,0,0,,
4/5/21 13:00,,0,0,0,,
4/5/21 16:00,,0,0,0,,
4/6/21 7:00,,0,0,0,,
4/6/21 10:00,,0,0,0,,
4/6/21 13:00,,0,0,0,,
4/6/21 16:00,,0,0,0,,
4/7/21 7:00,,0,0,0,,
4/7/21 10:00,,0,0,0,,
4/7/21 13:00,,0,0,0,,
4/7/21 16:00,,0,0,0,,
4/8/21 7:00,,0,0,0,,
4/8/21 10:00,,0,0,0,,
4/8/21 13:00,,0,0,0,,
4/8/21 16:00,,0,0,0,,
4/9/21 7:00,,0,0,0,,
4/9/21 10:00,,0,0,0,,
4/9/21 13:00,,0,0,0,,
4/9/21 16:00,,0,0,0,,
4/10/21 7:00,,0,0,0,,
4/10/21 10:00,,0,0,0,,
4/10/21 13:00,,0,0,0,,
4/10/21 16:00,,0,0,0,,
4/11/21 7:00,,0,0,0,,
4/11/21 10:00,,0,0,0,,
4/11/21 13:00,,0,0,0,,
4/11/21 16:00,,0,0,0,,
4/12/21 7:00,,0,0,0,,
4/12/21 10:00,,0,0,0,,
4/12/21 13:00,,0,0,0,,
4/12/21 16:00,,0,0,0,,
4/13/21 7:00,,0,0,0,,
4/13/21 10:00,,0,0,0,,
4/13/21 13:00,,0,0,0,,
4/13/21 16:00,,0,0,0,,
4/14/21 7:00,,0,0,0,,
4/14/21 10:00,,0,0,0,,
4/14/21 13:00,,0,0,28.01481283,,
4/14/21 16:00,,26.72077785,26.72077785,26.72077785,,
4/15/21 7:00,,44.28519711,44.28519711,17.56441926,,
4/15/21 10:00,,0,0,0,,
4/15/21 13:00,,0,0,0,,
4/15/21 16:00,,0,0,0,,
4/16/21 7:00,,0,0,0,,
4/16/21 10:00,,0,0,0,,
4/16/21 13:00,,0,0,0,,
4/16/21 16:00,,0,0,0,,
4/17/21 7:00,,0,0,0,,
4/17/21 10:00,,0,0,0,,
4/17/21 13:00,,0,0,0,,
4/17/21 16:00,,0,0,0,,
4/18/21 7:00,,0,0,0,,
4/18/21 10:00,,0,0,0,,
4/18/21 13:00,,0,0,0,,
4/18/21 16:00,,0,0,0,,
4/19/21 7:00,,0,0,0,,
4/19/21 10:00,,0,0,0,,
4/19/21 13:00,,0,0,0,,
4/19/21 16:00,,0,0,0,,
4/20/21 7:00,,0,0,0,,
4/20/21 10:00,,0,0,0,,
4/20/21 13:00,,0,0,0,,
4/20/21 16:00,,0,0,0,,
4/21/21 7:00,,0,0,0,,
4/21/21 10:00,,0,0,0,,
4/21/21 13:00,,0,0,0,,
4/21/21 16:00,,0,0,0,,
4/22/21 7:00,,0,0,0,,
4/22/21 10:00,,0,0,0,,
4/22/21 13:00,,0,0,0,,
4/22/21 16:00,,0,0,0,,
4/23/21 7:00,,0,0,0,,
4/23/21 10:00,,0,0,0,,
4/23/21 13:00,,0,0,0,,
4/23/21 16:00,,0,0,0,,
4/24/21 7:00,,0,0,0,,
4/24/21 10:00,,0,0,0,,
4/24/21 13:00,,0,0,0,,
4/24/21 16:00,,0,0,0,,
4/25/21 7:00,,18.8739022,18.8739022,18.8739022,,
4/25/21 10:00,,18.24840366,18.24840366,0,,
4/25/21 13:00,,91.87634999,91.87634999,73.62794634,,
4/25/21 16:00,,0,0,0,,
4/26/21 7:00,,20.60381909,20.60381909,20.60381909,,
4/26/21 10:00,,0,0,0,,
4/26/21 13:00,,0,0,0,,
4/26/21 16:00,,0,0,0,,
4/27/21 7:00,,0,0,0,,
4/27/21 10:00,,0,0,0,,
4/27/21 13:00,,0,0,0,,
4/27/21 16:00,,0,0,0,,
